,Unnamed: 0,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
124,124,willowmore,-33.2926,23.4895,44.56,78,1,4.25,ZA,1661730013
125,125,panguna,-6.3164,155.4848,80.01,62,35,4.54,PG,1661730015
126,126,pilar,-9.5972,-35.9567,73.33,93,30,2.8,BR,1661730017
127,127,yenagoa,4.9247,6.2642,73.33,94,94,3.71,NG,1661730020
128,128,pak phanang,8.3511,100.202,78.82,83,100,3.6,TH,1661730022
129,129,san cristobal,7.7669,-72.225,77.18,98,88,3.42,VE,1661730025
130,130,krasnovishersk,60.4078,57.082,56.43,97,14,2.3,RU,1661730027
131,131,sao filipe,14.8961,-24.4956,77.16,82,46,12.48,CV,1661730029
132,132,montclair,40.8259,-74.209,78.4,78,0,11.5,US,1661729837
133,133,provideniya,64.3833,-173.3,46.51,81,100,8.95,RU,1661730034
134,134,pacific grove,36.6177,-121.9166,73.38,73,0,14.97,US,1661730036
135,135,seoul,37.5683,126.9778,67.57,85,100,4.61,KR,1661730012
136,136,talnakh,69.4865,88.3972,31.21,93,40,11.23,RU,1661730043
137,137,grand baie,-20.0182,57.5802,69.46,82,26,5.01,MU,1661730045
138,138,rio gallegos,-51.6226,-69.2181,50.05,57,75,8.05,AR,1661730047
139,139,mollendo,-17.0231,-72.0147,60.8,83,100,8.84,PE,1661730050
140,140,yellowknife,62.456,-114.3525,55.92,94,100,13.8,CA,1661730052
141,141,shergarh,28.65,79.35,77.68,93,92,6.26,IN,1661730055
142,142,jalu,29.0331,21.5482,81.28,57,0,11.25,LY,1661730057
143,143,mpanda,-6.3655,31.0409,69.1,55,48,1.25,TZ,1661730059
144,144,shingu,33.7333,135.9833,78.31,79,98,15.01,JP,1661730062
145,145,buckeye,33.3703,-112.5838,105.71,31,0,6.91,US,1661729815
146,146,selikhino,50.3672,137.4996,59.16,78,55,4.92,RU,1661730068
147,147,san andres,12.5847,-81.7006,82.42,78,40,8.05,CO,1661729784
148,148,barcelona,41.3888,2.159,79.48,82,20,5.75,ES,1661730023
149,149,longyearbyen,78.2186,15.6401,37.24,75,75,6.91,SJ,1661730075
150,150,bathsheba,13.2167,-59.5167,83.01,78,20,12.66,BB,1661730078
151,151,shetpe,44.1667,52.1167,76.84,20,0,5.84,KZ,1661730080
152,152,avarua,-21.2078,-159.775,77.05,78,78,6.91,CK,1661730087
153,153,quthing,-30.4,27.7003,52.93,38,40,4.09,LS,1661730089
154,154,bantry,51.6833,-9.45,57.96,94,90,8.16,IE,1661730092
155,155,emba,48.8264,58.1442,69.4,40,5,6.33,KZ,1661730094
156,156,mormugao,15.4,73.8,76.26,94,75,5.75,IN,1661730096
157,157,tabou,4.423,-7.3528,75.56,89,99,9.62,CI,1661730099
158,158,bex,46.2521,7.0114,68.81,84,0,3.6,CH,1661730101
159,159,karratha,-20.7377,116.8463,67.86,31,0,19.1,AU,1661730103
160,160,cabo san lucas,22.8909,-109.9124,92.61,74,37,11.41,MX,1661730106
161,161,wanning,18.8003,110.3967,81.46,82,81,3.96,CN,1661730108
162,162,kushima,31.4583,131.2333,83.89,64,50,10.6,JP,1661730110
163,163,ulladulla,-35.35,150.4667,64.18,62,16,8.7,AU,1661730113
164,164,evensk,61.95,159.2333,53.42,89,100,8.05,RU,1661730115
165,165,ordu,40.9086,37.6845,66.7,92,37,2.95,TR,1661730118
166,166,durres,41.3231,19.4414,71.78,76,44,5.77,AL,1661730120
167,167,kahului,20.8947,-156.47,89.62,54,20,19.57,US,1661729900
168,168,lompoc,34.6391,-120.4579,83.01,62,0,13.8,US,1661730125
169,169,zhuanghe,39.7008,122.9911,62.02,90,100,6.73,CN,1661730127
170,170,ancud,-41.8697,-73.8203,41.5,83,71,5.44,CL,1661730129
171,171,necochea,-38.5473,-58.7368,40.62,58,1,4.81,AR,1661730132
172,172,salalah,17.0151,54.0924,77.09,88,75,4.61,OM,1661730134
173,173,chapais,49.7834,-74.8492,69.58,59,100,7.34,CA,1661730136
174,174,khatanga,71.9667,102.5,37.17,77,83,7.02,RU,1661730139
175,175,hovd,48.0056,91.6419,52.93,58,50,2.89,MN,1661730141
176,176,kuloy,61.0305,42.4925,62.6,62,41,4.56,RU,1661730143
177,177,rosita,13.9268,-84.4032,75.34,96,100,0.81,NI,1661730146
178,178,natal,-5.795,-35.2094,77.22,88,20,8.05,BR,1661730148
179,179,carnarvon,-24.8667,113.6333,59.81,51,0,17.11,AU,1661730150
180,180,great bend,38.3645,-98.7648,98.73,32,0,16.11,US,1661730155
181,181,albacete,38.8333,-2.0,73.18,60,0,9.22,ES,1661730157
182,182,chicama,-7.8447,-79.1469,59.54,80,11,7.45,PE,1661730160
183,183,vao,-22.6667,167.4833,68.95,69,96,22.06,NC,1661730162
184,184,constitucion,-35.3333,-72.4167,53.17,76,0,6.58,CL,1661730164
185,185,pinawa,50.1489,-95.8811,72.07,67,100,10.22,CA,1661730167
186,186,port lincoln,-34.7333,135.8667,54.0,67,51,20.71,AU,1661730169
187,187,hermanus,-34.4187,19.2345,53.01,79,5,8.3,ZA,1661730171
188,188,thompson,55.7435,-97.8558,71.76,88,40,3.44,CA,1661730174
189,189,kruisfontein,-34.0033,24.7314,51.89,82,32,10.76,ZA,1661730176
190,190,krasnoslobodsk,48.7072,44.5714,71.42,37,0,8.95,RU,1661730179
191,191,taoudenni,22.6783,-3.9836,96.31,31,63,10.25,ML,1661730181
192,192,san carlos de bariloche,-41.1456,-71.3082,40.75,48,0,6.91,AR,1661730028
193,193,roald,62.5833,6.1333,53.76,82,8,16.11,NO,1661730185
194,194,businga,3.3333,20.8833,70.25,98,98,2.39,CD,1661730188
195,195,kushmurun,52.4503,64.6311,58.8,46,0,3.06,KZ,1661730192
196,196,vila velha,-20.3297,-40.2925,73.35,91,20,10.0,BR,1661730195
197,197,chukhloma,58.7525,42.6825,60.51,76,96,5.64,RU,1661730197
198,198,olafsvik,64.8945,-23.7142,52.39,83,100,15.32,IS,1661730199
199,199,honghu,29.8206,113.4621,71.91,89,96,8.57,CN,1661730202
200,200,saint-augustin,51.226,-58.6502,63.52,55,59,18.16,CA,1661730204
201,201,kalmunai,7.4167,81.8167,79.12,80,96,3.96,LK,1661730207
202,202,lorengau,-2.0226,147.2712,82.74,79,100,12.37,PG,1661730004
203,203,osoyoos,49.0331,-119.4524,81.01,22,12,2.3,CA,1661730096
204,204,krasnoselkup,65.7,82.4667,32.59,91,29,14.58,RU,1661730220
205,205,college,64.8569,-147.8028,62.55,72,75,5.75,US,1661730222
206,206,severo-kurilsk,50.6789,156.125,60.6,94,97,18.61,RU,1661730225
207,207,novikovo,51.1537,37.8879,69.22,66,87,7.34,RU,1661730227
208,208,kungurtug,50.5994,97.5228,40.69,90,78,0.81,RU,1661730230
209,209,luderitz,-26.6481,15.1594,52.93,69,0,19.55,,1661730232
210,210,kolosovka,56.4678,73.611,50.43,74,12,9.31,RU,1661730234
211,211,ekibastuz,51.6667,75.3667,55.74,51,0,0.92,KZ,1661730237
212,212,darlawn,24.0167,92.9,67.19,93,100,1.99,IN,1661730239
213,213,honiara,-9.4333,159.95,86.92,61,11,8.99,SB,1661730241
214,214,baltasi,56.3462,50.2062,65.86,51,100,5.39,RU,1661730246
215,215,lagoa,39.05,-27.9833,71.22,73,92,9.55,PT,1661730248
216,216,tabuk,17.4189,121.4443,79.5,84,56,2.84,PH,1661730251
217,217,nalut,30.3333,10.85,86.0,21,53,11.1,LY,1661730253
218,218,gustrow,53.7972,12.1734,64.08,88,40,9.22,DE,1661730255
219,219,neiafu,-18.65,-173.9833,79.48,73,75,8.05,TO,1661730258
220,220,chlorakas,34.8042,32.4083,76.08,61,0,4.61,CY,1661730260
221,221,comodoro rivadavia,-45.8667,-67.5,53.46,30,0,9.22,AR,1661730262
222,222,solnechnyy,50.7214,136.6319,59.67,69,5,2.86,RU,1661730265
223,223,namatanai,-3.6667,152.4333,84.92,66,96,11.83,PG,1661730267
224,224,great yarmouth,52.6083,1.7305,62.94,77,100,10.45,GB,1661730270
225,225,moranbah,-22.0016,148.0466,72.81,60,22,17.63,AU,1661730272
226,226,fengzhen,40.4394,113.1536,55.69,86,73,3.91,CN,1661730274
227,227,ust-nera,64.5667,143.2,55.15,62,92,1.48,RU,1661730277
228,228,bagalkot,16.1833,75.7,73.51,85,100,9.82,IN,1661730279
229,229,ust-kuyga,70.0167,135.6,54.79,72,16,3.31,RU,1661730281
230,230,indian head,38.6001,-77.1622,86.92,69,75,9.22,US,1661730284
231,231,yangambi,0.8102,24.4336,70.12,98,100,2.35,CD,1661730291
232,232,camabatela,-8.1881,15.375,60.93,89,89,5.23,AO,1661730293
233,233,yumen,40.2833,97.2,64.65,24,75,5.79,CN,1661730295
234,234,yagodnoye,62.55,149.6667,54.57,67,100,3.83,RU,1661730298
235,235,asau,46.4333,26.4,61.72,51,4,5.01,RO,1661730300
236,236,east london,-33.0153,27.9116,61.2,75,77,16.4,ZA,1661730305
237,237,nisia floresta,-6.0911,-35.2086,77.38,88,6,9.73,BR,1661730307
238,238,ashdod,31.8167,34.65,83.21,82,2,7.25,IL,1661730309
239,239,mnogovershinnyy,53.9353,139.9242,51.98,84,94,6.04,RU,1661730312
240,240,fundao,-19.9341,-40.4047,72.93,90,50,2.68,BR,1661730314
241,241,gigmoto,13.7796,124.39,84.42,76,93,4.52,PH,1661730321
242,242,xining,36.6167,101.7667,49.64,97,100,0.81,CN,1661730323
243,243,nishihara,26.1842,127.7558,87.85,74,40,4.61,JP,1661730325
244,244,ribeira grande,38.5167,-28.7,72.64,78,84,10.29,PT,1661730328
245,245,schwabmunchen,48.1833,10.75,59.16,92,40,1.14,DE,1661730330
246,246,aksu,41.1231,80.2644,66.92,52,82,1.79,CN,1661730333
247,247,palmer,42.1584,-72.3287,77.41,74,20,4.61,US,1661730335
248,248,probolinggo,-7.7543,113.2159,78.44,70,59,11.79,ID,1661730337
249,249,fort nelson,58.8053,-122.7002,69.39,37,40,3.44,CA,1661730336
250,250,westport,41.1415,-73.3579,76.82,83,0,10.36,US,1661730275
251,251,umm lajj,25.0213,37.2685,88.3,54,43,8.32,SA,1661730344
252,252,vila franca do campo,37.7167,-25.4333,72.19,85,65,6.76,PT,1661730346
253,253,sladkovo,55.5284,70.3385,51.58,64,2,8.01,RU,1661730349
254,254,barranca,-10.75,-77.7667,60.82,84,14,7.94,PE,1661730351
255,255,warwick,41.7001,-71.4162,74.53,73,0,12.66,US,1661730054
256,256,haines junction,60.7522,-137.5108,60.75,48,88,4.61,CA,1661730356
257,257,bastia,42.6667,9.3333,75.29,87,20,4.61,FR,1661730358
258,258,fortuna,40.5982,-124.1573,67.08,78,0,11.5,US,1661730360
259,259,ostrovnoy,68.0531,39.5131,50.13,83,22,10.09,RU,1661730318
260,260,humberto de campos,-2.5983,-43.4611,75.69,86,72,6.13,BR,1661730367
261,261,sitka,57.0531,-135.33,60.69,82,100,4.61,US,1661730370
262,262,valdivia,-39.8142,-73.2459,48.29,90,8,3.13,CL,1661730372
263,263,anadyr,64.75,177.4833,57.7,76,40,8.95,RU,1661730374
264,264,tasiilaq,65.6145,-37.6368,44.76,95,100,23.6,GL,1661730168
265,265,poya,-21.35,165.15,73.63,73,98,7.25,NC,1661730379
266,266,adrar,20.5022,-10.0711,93.69,30,36,11.97,MR,1661730381
267,267,verkhnyaya inta,65.9811,60.3094,52.86,95,65,10.71,RU,1661730384
268,268,saint george,37.1041,-113.5841,99.43,18,0,5.99,US,1661730218
269,269,cherskiy,68.75,161.3,61.75,56,98,11.77,RU,1661730388
270,270,broken hill,-31.95,141.4333,71.42,43,0,18.05,AU,1661730391
271,271,fukue,32.6881,128.8419,80.96,78,75,8.05,JP,1661730393
272,272,muroto,33.2833,134.15,79.41,72,52,13.85,JP,1661730395
273,273,mecca,21.4267,39.8261,88.52,34,80,3.49,SA,1661730398
274,274,poum,-20.2333,164.0167,74.23,76,49,9.44,NC,1661730400
275,275,blairmore,49.6,-114.4353,68.18,39,25,11.7,CA,1661730402
276,276,kieta,-6.2167,155.6333,83.21,72,27,7.78,PG,1661730405
277,277,kameoka,35.0,135.5833,79.09,78,33,3.98,JP,1661730407
278,278,ozernovskiy,51.5,156.5167,64.65,92,83,27.83,RU,1661730409
279,279,malyye derbety,47.9547,44.6808,75.13,30,21,8.16,RU,1661730412
280,280,norden,53.6,7.2,61.97,77,99,12.57,DE,1661730414
281,281,husavik,66.0449,-17.3389,50.58,62,100,3.47,IS,1661730416
282,282,sigli,5.3848,95.9609,76.86,76,75,3.65,ID,1661730419
283,283,zheleznodorozhnyy,55.7503,38.0042,70.21,36,99,7.99,RU,1661730352
284,284,tual,-5.6667,132.75,80.19,85,100,14.99,ID,1661730424
285,285,verkhnevilyuysk,63.4453,120.3167,48.79,82,99,7.45,RU,1661730426
286,286,gizo,-8.103,156.8419,83.37,69,99,10.6,SB,1661730429
287,287,zhangye,38.9342,100.4517,63.23,54,100,6.11,CN,1661730431
288,288,quesnel,52.9999,-122.5029,66.7,59,100,5.75,CA,1661730433
289,289,winneba,5.3511,-0.6231,72.46,89,72,4.92,GH,1661730436
290,290,flinders,-34.5833,150.8552,67.05,75,30,9.89,AU,1661730438
291,291,bilma,18.6853,12.9164,88.14,39,37,12.55,NE,1661730440
292,292,flin flon,54.7682,-101.865,66.04,94,75,4.61,CA,1661730443
293,293,cidreira,-30.1811,-50.2056,48.97,61,34,14.07,BR,1661730165
294,294,plettenberg bay,-34.0527,23.3716,53.4,79,31,10.27,ZA,1661730447
295,295,san policarpo,12.1791,125.5072,82.81,80,89,3.29,PH,1661730450
296,296,port elizabeth,-33.918,25.5701,55.69,80,0,14.97,ZA,1661730243
297,297,hasaki,35.7333,140.8333,73.8,69,22,17.38,JP,1661730456
298,298,podgornoye,51.735,39.1496,70.02,64,75,4.47,RU,1661730459
299,299,new norfolk,-42.7826,147.0587,59.92,64,100,1.01,AU,1661730461
300,300,vanimo,-2.6741,141.3028,83.77,69,96,6.33,PG,1661730464
301,301,brokopondo,4.75,-55.1667,82.0,72,97,5.03,SR,1661730466
302,302,sharan,54.8167,54.0,64.08,56,65,3.13,RU,1661730468
303,303,kaitangata,-46.2817,169.8464,51.46,63,7,2.13,NZ,1661730453
304,304,port hardy,50.6996,-127.4199,60.98,94,100,3.44,CA,1661730473
305,305,sola,-13.8833,167.55,79.25,78,54,19.91,VU,1661730475
306,306,tank,32.2217,70.3793,86.7,68,34,2.01,PK,1661730477
307,307,souillac,-20.5167,57.5167,70.52,82,40,11.86,MU,1661730480
308,308,shimoda,34.6667,138.95,73.76,73,20,19.26,JP,1661730482
309,309,liepaja,56.5419,21.0367,58.98,94,20,3.44,LV,1661730485
310,310,ciudad bolivar,8.1222,-63.5497,82.47,68,36,5.86,VE,1661730487
311,311,anloga,5.7947,0.8973,74.43,86,74,8.21,GH,1661730489
312,312,vagur,61.4732,-6.8119,50.18,80,58,16.62,FO,1661730492
313,313,alta floresta,-9.8756,-56.0861,83.12,27,42,4.21,BR,1661730484
314,314,pierre,44.3683,-100.351,83.32,53,0,11.5,US,1661730496
315,315,genhe,50.7833,121.5167,62.31,49,57,1.86,CN,1661730499
316,316,paita,-5.0892,-81.1144,64.27,80,4,15.86,PE,1661730501
317,317,salinas,36.6777,-121.6555,74.21,60,0,17.27,US,1661730505
318,318,turukhansk,65.8167,87.9833,35.74,91,100,9.98,RU,1661730508
319,319,los llanos de aridane,28.6585,-17.9182,67.75,88,40,8.05,ES,1661730510
320,320,bedele,8.456,36.353,51.6,96,27,2.57,ET,1661730512
321,321,rodino,52.5,80.25,52.93,59,9,3.2,RU,1661730517
322,322,waitati,-45.75,170.5667,50.81,71,22,8.52,NZ,1661730519
323,323,voznesenye,61.0106,35.4781,65.61,73,93,4.56,RU,1661730522
324,324,bolobo,-2.1667,16.2333,78.13,61,99,2.42,CD,1661730524
325,325,champerico,14.3,-91.9167,81.14,75,95,3.49,GT,1661730526
326,326,la ronge,55.1001,-105.2842,64.65,82,100,16.11,CA,1661730337
327,327,ambon,-3.6954,128.1814,80.74,94,40,3.44,ID,1661730531
328,328,matara,5.9485,80.5353,76.84,88,95,11.81,LK,1661730536
329,329,biltine,14.5333,20.9167,76.12,73,14,8.72,TD,1661730538
330,330,werda,-25.2667,23.2833,64.02,23,0,7.81,BW,1661730540
331,331,marzuq,14.4,46.4667,81.48,43,91,7.78,YE,1661730543
332,332,birjand,32.8663,59.2211,55.87,19,0,4.61,IR,1661730545
333,333,clyde river,70.4692,-68.5914,34.03,100,100,5.75,CA,1661730547
334,334,lebu,-37.6167,-73.65,48.11,89,1,10.8,CL,1661730550
335,335,motta di livenza,45.7781,12.6028,72.37,86,83,5.59,IT,1661730552
336,336,takoradi,4.8845,-1.7554,75.11,81,66,8.68,GH,1661730555
337,337,whitehorse,60.7161,-135.0538,67.01,40,75,8.05,CA,1661730498
338,338,cockburn town,21.4612,-71.1419,84.16,70,40,12.66,TC,1661730559
339,339,niamey,13.5137,2.1098,79.09,83,0,2.3,NE,1661730562
340,340,iqaluit,63.7506,-68.5145,47.93,71,75,9.22,CA,1661730564
341,341,mackay,-21.15,149.2,72.68,84,100,14.36,AU,1661730566
342,342,aosta,45.7667,7.4167,55.56,78,10,2.57,IT,1661730569
343,343,dunedin,-45.8742,170.5036,50.81,71,15,4.0,NZ,1661730306
